Título do Livro,Autor,Quantidade de Páginas,Tempo de Leitura,Nota Média,Leram,Lendo,Querem,Relendo,Abandonos,Resenhas,Favoritos,Avaliaram
Capitalismo contemporâneo e políticas educacionais (Volume #5) -,"Américo Junior Nunes da Silva, André Ricardo Lucas Vieira, Ilvanete dos Santos de Souza",243 páginas,8h 6m,0,0,0,1,0,0,0,0,0
Branca de Neve e Os Sete Anões (Clássico Disney #1) - Capa Dura,"Lily Murray, Elizabeth Rudnick",80 páginas,2h 40m,4.1,329,5,577,2,1,70,13,252
Binti - Trilogia Completa,Nnedi Okorafor,378 páginas,12h 36m,3.9,536,45,935,0,37,120,2,463
Bichos Nojentos (Saber Horrível) - Saber Horrível,Nick Arnold,128 páginas,4h 16m,3.9,220,19,155,5,6,6,1,118
A Queda -,Don Winslow,448 páginas,14h 56m,4.2,59,6,293,0,7,15,4,49
Avengers (Destaque & Brinque #2) - Destaque & Brinque,Marvel,24 páginas,48m,4,4,6,57,1,2,0,0,4
Auto de João da Cruz -,Ariano Suassuna,200 páginas,6h 40m,4.3,96,4,188,0,0,15,3,70
Assassin's Creed: Odyssey (Assassin’s Creed) -,Gordon Doherty,308 páginas,10h 16m,4,158,21,367,2,6,27,7,110
"Arte e cultura (Produção, difusão e reapropriação #1) -",Ezequiel Martins Ferreira,295 páginas,9h 50m,5,1,0,1,0,0,0,0,1
"Arte e cultura (Produção, difusão e reapropriação #2) -",Ezequiel Martins Ferreira,263 páginas,8h 46m,0,0,0,1,0,0,0,0,0
Arqui-inimigos - Heróis. Vilões. Vingança. E um amor proibido.,Marissa Meyer,432 páginas,14h 24m,4.4,5399,299,7477,7,102,749,195,4236
Ariana Grande - Uma popstar no topo do mundo,Felipe Neto,112 páginas,3h 44m,4.2,128,19,316,4,0,24,4,90
Aportes Éticos e Estéticos em Filosofia (Volume #2) -,"Marcelo Máximo Purificação, Sonellaine de Carvalho, Alessandra Cabral da Silva",133 páginas,4h 26m,0,0,0,0,0,0,0,0,0
Anti-Nelson Rodrigues -,Nelson Rodrigues,144 páginas,4h 48m,3.8,270,8,291,2,1,9,0,129
Amazon sem limites - Jeff Bezos e a invenção de um império global,Brad Stone,512 páginas,17h 4m,4.2,58,28,422,0,8,7,2,40
Amante Por Uma Tarde (Os Mistérios De Bow Street #2) -,Lisa Kleypas,272 páginas,9h 4m,4,2793,61,1793,4,24,389,124,2048
Além Da Ordem - Mais 12 Regras Para A Vida,Jordan B. Peterson,432 páginas,14h 24m,4.4,722,242,2200,3,33,76,40,492
Aladdin às avessas - E se Aladdin nunca tivesse encontrado a lâmpada?,Liz Braswell,368 páginas,12h 16m,3.9,187,15,1058,0,11,32,9,140
Administração: Perspectivas teóricas e fundamentos epistemológicos -,Clayton Robson Moreira da Silva,283 páginas,9h 26m,0,0,0,2,0,0,0,0,0
Administração: Perspectivas teóricas e fundamentos epistemológicos (Volume #2) -,Clayton Robson Moreira da Silva,307 páginas,10h 14m,0,0,0,2,0,0,0,0,0
Ações e experiências para o enfrentamento da pandemia de COVID-19 (Volume #3) -,Luis Henrique Almeida Castro,318 páginas,10h 36m,0,0,0,0,0,0,0,0,0
A Premonição - Uma história da pandemia,Michael Lewis,352 páginas,11h 44m,3.8,84,16,246,0,10,14,4,62
A Oração dos Miseráveis (O Legado do Ferro Negro #1) - Uma guerra ancestral está despertando. De que lado você vai estar?,Gareth Hanrahan,512 páginas,17h 4m,3.7,483,110,1942,1,104,114,18,403
A Mulher de Branco -,Wilkie Collins,830 páginas,1d 3h 40m,4.1,233,65,1265,1,17,53,21,183
A Morte De Rei Arthur (Box) -,Thomas Malory,984 páginas,1d 8h 48m,4,94,34,423,0,13,12,4,64
A mão invisível do mercado (Coleção Diamante) -,Adam Smith,160 páginas,5h 20m,3.2,36,6,113,0,1,2,0,22
"A (honesta) verdade sobre a desonestidade - Como mentimos para todo mundo, especialmente para nós mesmos",Dan Ariely,240 páginas,8h 0m,4.2,137,25,346,1,2,11,1,90
A geração de novos conhecimentos na química - e-book,Eleonora Celli Carioca Arenare,238 páginas,7h 56m,0,0,0,0,0,0,0,0,0
A geração de novos conhecimentos na química (Volume #2) - e-book,Eleonora Celli Carioca Arenare,356 páginas,11h 52m,0,0,0,2,0,0,0,0,0
A Genética e a Construção de Novos Paradigmas nas Ciências da Vida (Volume #2) -,Renan Monteiro do Nascimento,103 páginas,3h 26m,0,0,0,2,0,0,0,0,0
A Fantástica Viagem de Bela -,"Elizabeth Rudnick, Leila Howland",176 páginas,5h 52m,4,121,13,569,1,7,9,6,83
A decadência da mentira e outros ensaios (Coleção: Biblioteca Diamante) -,Oscar Wilde,200 páginas,6h 40m,4,124,34,404,1,12,10,2,66
A Atuação do Assistente Social na Saúde: Contribuições para o Debate -,Soraya Araujo Uchoa Cavalcanti,116 páginas,3h 52m,0,0,0,6,0,0,0,0,0
Box Vozes de Virginia Woolf - Romances (1915-1925),Virginia Woolf,1344 páginas,1d 20h 48m,4.2,7,1,77,0,2,2,1,5
A arte de fazer acontecer: Guia prático - 10 etapas para a produtividade sem estresse,"David Allen, Brandon Hall",224 páginas,7h 28m,4.2,310,75,737,3,19,47,14,217
Gente Pobre e A Anfitriã -,Fiódor Dostoiévski,238 páginas,7h 56m,3.8,290,73,488,1,12,49,8,223
Um pedaço do céu (Doces Magnólias #2) -,Sherryl Woods,416 páginas,13h 52m,4,509,25,948,2,13,110,14,401
Vida Após O Google - A Queda do Big Data e a Ascensão da Economia Blockchain,George Gilder,336 páginas,11h 12m,2.5,1,2,60,0,0,2,0,2
10 minutos e 38 segundos neste mundo estranho -,Elif Shafak,336 páginas,11h 12m,4.3,2616,395,4958,2,56,601,274,2126
"Valores, Indicadores e Ferramentas de Sustentabilidade -",Maria Elanny Damasceno Silva,198 páginas,6h 36m,0,0,0,1,0,0,0,0,0
Um perfeito cavalheiro (Os Bridgertons #3) - Edição de Luxo,Julia Quinn,512 páginas,17h 4m,4.2,119505,1922,27207,221,390,9748,241,70935
Um pecador se confessa (Coleção Diamante) -,Santo Agostinho,160 páginas,5h 20m,3.7,42,10,70,0,1,8,1,32
Um herói para mim -,Lynda Mullaly Hunt,240 páginas,8h 0m,4.2,47,3,114,1,2,12,4,41
Terra Faminta -,Andrew Michael Hurley,240 páginas,8h 0m,2.8,972,65,1308,1,71,240,11,794
Star Wars: Luz dos Jedi (The High Republic) -,Charles Soule,416 páginas,13h 52m,4.2,723,161,984,2,45,140,57,567
Serafina e o Cajado Maligno (Serafina #2) -,Robert Beatty,320 páginas,10h 40m,4.3,143,11,506,1,3,31,10,108
Sangue Revolto (Cormoran Strike #5) - Capa Dura,J.K. Rowling,960 páginas,1d 8h 0m,4.5,1783,87,1319,1,5,271,33,1349
Sangue Revolto (Cormoran Strike #5) - Brochura,"Robert Galbraith, J.K. Rowling",960 páginas,1d 8h 0m,4.5,1783,87,1319,1,5,271,137,1349
"Sangue, Ossos e Pedacinhos (Saber Horrível) -",Nick Arnold,160 páginas,5h 20m,3.9,388,21,261,1,3,8,2,209
Rainha das Chamas (Princesa das Cinzas #3) -,Laura Sebastian,384 páginas,12h 48m,4.2,9039,389,11203,11,176,1172,510,6430
Projeto Duquesa (Dinastia Dos Duques #1) -,Sabrina Jeffries,256 páginas,8h 32m,3.9,3017,61,1717,4,31,439,89,2361
Processos Criativos e Educacionais em Artes 2 -,Fabiano Eloy Atílio Batista,287 páginas,9h 34m,0,0,0,1,0,0,0,0,0
Positiva -,Camryn Garrett,280 páginas,9h 20m,3.9,451,33,1327,1,22,108,33,388
Patologia Clínica Veterinária -,Alécio Matos Pereira,213 páginas,7h 6m,0,0,0,1,0,0,0,0,0
Os sete dedos da morte (Coleção Mistério & Suspense) -,Bram Stoker,287 páginas,9h 34m,3.3,456,86,819,2,42,75,1,348
Os Meninos Maluquinhos (Maluquinho e Seus Amigos) -,"Cristino Wapichana, Fábio Yabu, Guga Mafra",96 páginas,3h 12m,4.1,38,5,122,0,0,9,0,31
"Os hábitos secretos dos gênios - Aprenda a identificar e lapidar suas habilidades como Einstein, Isaac Newton, Virginia Woolf, Walt Disney e muitos outros",Craig Wright,336 páginas,11h 12m,4.2,88,44,1091,0,4,13,6,57
Os Eleitos - A verdadeira aventura dos primeiros a conquistar o espaço,Tom Wolfe,432 páginas,14h 24m,4.2,150,22,278,0,8,5,0,93
Cavalo de Tróia - Jerusalém,J. J. Benitez,619 páginas,20h 38m,4.1,7381,635,3058,41,791,192,71,3938
Odontologia: Da Dentística à Traumatologia -,Emanuela Carla dos Santos,153 páginas,5h 6m,0,0,0,1,0,0,0,0,0
O morro dos ventos uivantes -,Emily Brontë,496 páginas,16h 32m,4,206979,19334,149416,1023,15590,14392,751,101016
O Inocente -,Harlan Coben,336 páginas,11h 12m,4.2,6397,179,5199,9,86,449,20,4001
O hóspede de Drácula (Coleção Mistério & Suspense) - e outros contos estranhos,Bram Stoker,191 páginas,6h 22m,3.7,515,50,442,1,30,58,5,389
O homem que escutava as abelhas -,Christy Lefteri,352 páginas,11h 44m,4.2,846,90,2725,0,54,141,59,646
O homem invisível (Mistério & Suspense) -,H.G. Wells,183 páginas,6h 6m,3.6,10417,559,8610,15,353,1248,2,7690
O Guia do Mochileiro das Galáxias (O Guia do Mochileiro das Galáxias #1) -,Douglas Adams,320 páginas,10h 40m,4.2,126668,4865,45938,386,3042,3038,124,59559
O Fantasma da Ópera (Mistério & Suspense) -,Gaston Leroux,280 páginas,9h 20m,4.1,18426,1906,16526,77,888,1938,41,12372
O Expresso Sócrates - Em Busca de Lições de Vida de Filósofos Imortais,Eric Weiner,336 páginas,11h 12m,4.5,33,8,103,1,2,5,3,21
O coração das trevas (Coleção Mistério & Suspense) -,Joseph Conrad,138 páginas,4h 36m,3.8,8972,563,8342,13,321,782,5,6379
O conto da aia (O conto da aia #1) -,Margaret Atwood,384 páginas,12h 48m,4.3,87489,8992,88094,133,3465,7607,249,52055
NERO (Os Mafiosos #01) -,Sarah Brianne,304 páginas,10h 8m,3.6,1377,17,372,4,34,57,11,897
Não Conte a Niguém - ~Tell No One~,Harlan Coben,336 páginas,11h 12m,4.2,48973,1310,19845,49,689,2676,27,29813
Meio Ambiente: Enfoque Socioambiental e Interdisciplinar -,"Juliana Thaisa Rodrigues Pacheco, Mauricio Zadra Pacheco",228 páginas,7h 36m,0,0,0,0,0,0,0,0,0
"Medicina: Aspectos Epidemiológicos, Clínicos e Estratégicos de Tratamento -",Benedito Rodrigues da Silva Neto,307 páginas,10h 14m,0,0,0,0,0,0,0,0,0
"Marcados - Racismo, antirracismo e vocês",Jason Reynolds,238 páginas,7h 56m,4.1,64,10,236,0,3,13,4,50
Mais com menos - A Incrível História de Como Aprendemos a Prosperar com Menos Recursos — E o Que Virá Pela Frente,Andrew McAfee,320 páginas,10h 40m,0,0,0,1,0,0,0,0,0
"Mãe e pai, me contem a minha história? (Tesouros de Família #5) -",Elma Van Vliet,176 páginas,5h 52m,4.8,6,3,110,1,0,0,1,4
Lua no céu de Cabul -,Nadia Hashimi,368 páginas,12h 16m,4.2,688,35,1011,1,11,170,35,550
"Linguística, Letras e Artes: Sujeitos, Histórias e Ideologias -",Adaylson Wagner Sousa de Vasconcelos,276 páginas,9h 12m,0,0,0,0,0,0,0,0,0
Lições Amargas - Uma História Provisória da Atualidade,Gustavo Franco,256 páginas,8h 32m,4,126,12,205,0,3,15,5,91
Investigação Científica no Campo da Engenharia e da Tecnologia de Alimentos 2 -,"Vanessa Bordin Viera, Natiéli Piovesan",283 páginas,9h 26m,0,0,0,0,0,0,0,0,0
"Grandes Obras De Dostoiévski (Box) - Notas do Subsolo, Crime e Castigo, Os Irmãos Karamazov",Fiódor Dostoiévski,1744 páginas,2d 10h 8m,4.6,96,61,379,0,8,9,1,58
Geografia: A Terra como Palco das Relações entre Sociedade e Meio -,Adilson Tadeu Basquerote Silva,359 páginas,11h 58m,0,0,0,0,0,0,0,0,0
Fúria Sombria (Hades Hangmen #5) -,Tillie Cole,328 páginas,10h 56m,4.3,1359,35,1010,1,13,172,69,998
Fundamentos Científicos e Prática Clínica em Fonoaudiologia -,Bianca Nunes Pimentel,341 páginas,11h 22m,0,0,0,0,0,0,0,0,0
O sussurro nas trevas (Coleção Mistério & Suspense) -,H. P. Lovecraft,106 páginas,3h 32m,3.7,219,19,205,2,5,48,5,160
Extraterrestre - O primeiro sinal de vida inteligente fora da Terra,Avi Loeb,304 páginas,10h 8m,3.9,167,36,475,1,9,27,6,131
Estudos Organizacionais: Sociedade e Marketing e Cadeias Produtivas -,Clayton Robson Moreira da Silva,338 páginas,11h 16m,0,0,0,1,0,0,0,0,0
Escândalos na primavera (As Quatro Estações do Amor #4) -,Lisa Kleypas,304 páginas,10h 8m,4.2,12836,139,6186,11,43,930,79,8795
Entrelaçadas - Três muheres. Uma morte misteriosa. Um segredo em comum.,Kanae Minato,240 páginas,8h 0m,3.5,426,41,1158,1,27,95,14,356
Engenharias: Da Genialidade à Profissão e seu Desenvolvimento -,"João Dallamuta, Henrique Ajuz Holzmann, Rennan Otavio Kanashiro",279 páginas,9h 18m,0,0,0,0,0,0,0,0,0
Engenharia Elétrica: O Mundo sob Perspectivas Avançadas -,"João Dallamuta, Henrique Ajuz Holzmann",437 páginas,14h 34m,0,0,0,0,0,0,0,0,0
Engenharia de Produção: Além dos Produtos e Sistemas Produtivos 2 -,Elói Martins Senhoras,174 páginas,5h 48m,0,0,0,0,0,0,0,0,0
Enfermagem e Covid-19: Desafios e Perspectivas -,André Ribeiro da Silva,110 páginas,3h 40m,0,0,0,0,0,0,0,0,0
"Enfermagem: Assistência, gestão e políticas públicas em saúde -",CAROLINA CARBONELL DEMORI,377 páginas,12h 34m,5,1,1,1,0,0,0,0,1
Em Suas Mãos - Escolhas e renúncias para viver melhor e com mais saúde,Dr. Cláudio Domênico,192 páginas,6h 24m,4,56,8,295,0,2,5,2,45
Em ondas -,AJ Dungo,376 páginas,12h 32m,4.5,645,12,434,1,0,110,86,553
Em Busca da Feição Real (It’s Okay To Not Be Oka #5) -,Jo Yong,32 páginas,1h 4m,4.6,3082,28,1737,3,3,327,266,2395
"Educação: Minorias, Práticas e Inclusão -","Marcia Moreira de Araújo, Carlos Jordan Lapa Alves",329 páginas,10h 58m,0,0,0,0,0,0,0,0,0
Duas Vezes Magia (No Tempo dos Feiticeiros #2) -,Cressida Cowell,400 páginas,13h 20m,4.1,198,20,441,1,13,28,11,135
"Discursos, Práticas, Ideias e Subjetividades na Educação -","Américo Junior Nunes da Silva, Ilvanete dos Santos de Souza, Reinaldo Feio Lima",277 páginas,9h 14m,0,0,0,1,0,0,0,0,0
Diário de Um Amnésico -,"Nathalie Somers,",200 páginas,6h 40m,3.9,101,6,328,0,3,13,4,75
Deflagração de Ações voltadas à Formação Docente 2 -,Elói Martins Senhoras,301 páginas,10h 2m,0,0,0,0,0,0,0,0,0
Eu Chamo de Amor -,"Marina Carvalho, Laura Conrado, Fernanda de Castro Lima, Fernanda Young , Vinícius Grossos, Giulia Paim",144 páginas,4h 48m,3.5,197,35,848,2,8,40,5,158
Cyberpunk 2077 - Trauma Team,"Cullen Bunn, Miguel Valderrama",96 páginas,3h 12m,4,220,9,222,1,2,52,8,166
Cruella - Livro oficial do filme,"Elizabeth Rudnick, Serena Valentino",232 páginas,7h 44m,4,472,84,1742,3,23,65,35,342
Conversas Difíceis - Como discutir o que é mais importante,"Bruce Patton, Douglas Stone, Sheila Heen",336 páginas,11h 12m,4,420,227,1750,3,36,38,6,262
"Conhecimento, Experiência e Empatia: A Envoltura do Direito -",Adaylson Wagner Sousa de Vasconcelos,266 páginas,8h 52m,0,0,0,0,0,0,0,0,0
Como se não houvesse amanhã -,Carian Cole,504 páginas,16h 48m,4,311,24,446,0,19,62,40,251
Como o Rei de Elfhame aprendeu a odiar histórias (O Povo do Ar ##3.5) -,Holly Black,192 páginas,6h 24m,4.4,54610,1113,25410,29,256,7145,661,41520
Como fazer alguém gostar de você em 90 segundos - Faça conexões estantâneas e significativas,Nicholas Boothman,208 páginas,6h 56m,3.8,542,196,1965,3,36,74,13,343
Como abrir um negócio que irá salvar o planeta - A trajetória de um universitário que enriqueceu ao acreditar em seus ideais,Benjamin VandenWymelenberg,160 páginas,5h 20m,4,30,18,472,0,2,2,0,19
Communicare: A Atividade de partilhar Informações como Alicerce da Vida em Sociedade -,Edwaldo Costa,203 páginas,6h 46m,0,0,0,0,0,0,0,0,0
Coiso -,David Walliams,276 páginas,9h 12m,3.5,213,10,223,2,2,30,6,148
Ciências Sociais Aplicadas: Recursos Teórico-metodológicos na Construção de Perspectivas Originais de Análise -,Soraya Araujo Uchoa Cavalcanti,274 páginas,9h 8m,0,0,0,0,0,0,0,0,0
"Bons hábitos, maus hábitos - Um método científico para promover mudanças positivas e duradouras",Wendy Wood,272 páginas,9h 4m,3.7,436,228,2827,3,67,61,4,307
Box O Castelo Animado -,"Diana Wynne Jones, Isadora Zeferino",1056 páginas,1d 11h 12m,4.5,910,302,2358,2,55,54,77,537
Bolsonário a Nova Política de A a Z -,Roberto Lira,224 páginas,7h 28m,0,1,1,11,0,2,0,1,0
As dez melhores histórias do Decamerão (Coleção Diamante) -,Boccaccio,128 páginas,4h 16m,3.8,92,4,51,0,0,11,2,65
As Ciências Humanas como Protagonistas no Mundo Atual 2 -,Gustavo Henrique Cepolini Ferreira,190 páginas,6h 20m,0,0,0,0,0,0,0,0,0
"Arquitetura e Urbanismo: Patrimônio, Sustentabilidade e Tecnologia -",Jeanine Mafra Migliorini,401 páginas,13h 22m,0,0,0,0,0,0,0,0,0
"Aqueles que me desejam a morte - Se você está fugindo e se depara com um incêndio, você desvia do fogo ou se lança em meio às chamas?",Michael Koryta,336 páginas,11h 12m,3.9,870,51,1078,1,37,175,26,740
Aceitação radical - Como despertar o amor que cura o medo e a vergonha dentro de nós,Tara Brach,320 páginas,10h 40m,4.2,110,53,574,3,18,14,10,81
A Plurivalência da Engenharia da Computação e seu Amplo Campo de Aplicação -,Ernane Rosa Martins,325 páginas,10h 50m,0,0,0,1,0,0,0,0,0
A Pesquisa em Psicologia: Contribuições para o Debate Metodológico -,Ezequiel Martins Ferreira,269 páginas,8h 58m,0,0,0,1,0,0,0,0,0
A paciente silenciosa -,Alex Michaelides,350 páginas,11h 40m,4.3,177812,8921,86008,142,1955,30541,12860,126884
A Mulher na Janela -,A J Finn,400 páginas,13h 20m,4,38181,1564,27832,23,1294,4630,47,27097
A metade perdida -,Brit Bennett,336 páginas,11h 12m,4.2,4505,231,6759,0,111,972,206,3845
A Mão e o Tamboril (It’s Okay To Not Be Okay #4) - It’s Okay To Not Be Okay #4,Jo Yong,28 páginas,56m,4.4,3104,17,1325,2,0,369,150,2399
A Construção do Campo da Saúde Coletiva -,Fernanda Miguel de Andrade,237 páginas,7h 54m,0,0,0,0,0,0,0,0,0
A Cidade dos Fantasmas (Cassidy Blake #1) -,Victoria Schwab,225 páginas,7h 30m,4,6050,281,6441,7,117,1174,303,5124
1 Ano Em 12 Semanas - Faça Mais em 12 Semanas do Que os Outros Fazem em 12 meses,"BRIAN P. MORAN, Michael Lennington",208 páginas,6h 56m,4,368,134,549,3,13,59,14,240
Honestamente: sinceramente? -,Bruna Zielinski,320 páginas,10h 40m,4.1,3071,384,5879,15,298,495,366,2496
Um Novo Capítulo para o Amor -,Jenny Colgan,400 páginas,13h 20m,4,1777,60,2407,1,28,361,67,1380
À cor da pele -,John Vercher,256 páginas,8h 32m,3.9,624,62,941,0,19,128,24,519
Viva para Contar a História - Táticas de combate para jogadores de Dungeons & Dragons,Keith Ammann,224 páginas,7h 28m,4.3,28,9,277,1,3,7,2,18
"Um milagre chamado Chika - Uma história real sobre uma garotinha, um terremoto e o verdadeiro significado de família",Mitch Albom,240 páginas,8h 0m,4.4,232,10,341,0,5,51,15,189
"Turismo, Cidades, Colecionismo e Museus -",William Cleber Domingues Silva,365 páginas,12h 10m,0,0,0,1,0,0,0,0,0
Tudo nela é de se amar - A pele que habito e outros poemas sobre a jornada da mulher negra,Luciene Nascimento,144 páginas,4h 48m,4.4,297,27,457,2,5,59,22,232
Temas em Saúde Coletiva: Covid-19 -,Sebastião André Barbosa Junior,163 páginas,5h 26m,0,0,0,0,0,0,0,0,0
"Tecnologias, Métodos e Teorias na Engenharia de Computação 2 -",Ernane Rosa Martins,177 páginas,5h 54m,0,0,0,0,0,0,0,0,0
Sociologia: Das Ausências às Emergências -,Alexsandro Teixeira Ribeiro,252 páginas,8h 24m,0,0,0,1,0,0,0,0,0
Saúde Coletiva: Uma Abordagem Multidisciplinar -,Renata Mendes de Freitas,241 páginas,8h 2m,0,0,0,0,0,0,0,0,0
Ripley subterrâneo (Ripley #2) -,Patricia Highsmith,352 páginas,11h 44m,3.6,625,50,1911,0,16,103,4,462
Realidade Inesperada - As melhores coisas da vida são as inesperadas,Kaylee Ryan,274 páginas,9h 8m,3.7,1025,27,470,0,57,159,9,839
Realidade Inesperada - As melhores coisas da vida são as inesperadas,Kaylee Ryan,341 páginas,11h 22m,3.7,1025,27,470,0,57,159,36,839
Psicologia: Identidade Profissional e Compromisso Social -,Ezequiel Martins Ferreira,230 páginas,7h 40m,0,0,0,1,0,0,0,0,0
Projeto Nova Terra -,David Moitet,216 páginas,7h 12m,3.5,196,16,726,1,7,38,9,154
Polina -,Bastien Vivès,208 páginas,6h 56m,4,404,6,367,0,2,55,13,334
Perto do coração selvagem - Capa dura,Clarice Lispector,208 páginas,6h 56m,4.2,15440,2142,14449,72,824,1551,24,9500
Paris é para sempre -,Ellen Feldman,240 páginas,8h 0m,4,258,14,849,2,6,35,8,209
Os Segredos da Felicidade - Uma vida nova pode estar onde você menos espera,Lucy Diamond,320 páginas,10h 40m,4.1,1359,74,2371,1,35,281,62,1082
O talentoso Ripley (Ripley #1) -,Patricia Highsmith,336 páginas,11h 12m,4,3195,270,5135,4,111,468,70,2421
"O Reacionário: Memórias e Confissões - Nelson Rodrigues Explica Ontem o Brasil de Hoje. Crônicas Sobre Política, Cultura e Sociedade.",Nelson Rodrigues,640 páginas,21h 20m,4.5,180,29,254,3,5,12,5,117
O nariz -,Nikolai Gógol,160 páginas,5h 20m,3.8,7635,187,3504,2,46,1223,147,5861
O menino do bosque (Wilde #1) -,Harlan Coben,336 páginas,11h 12m,3.9,2124,73,1747,2,45,394,54,1621
O Livro Branco Perdido (As Maldições Ancestrais #2) - Edição de colecionardor,"Cassandra Clare, Wesley Chu",334 páginas,11h 8m,4.1,3003,201,4564,6,46,466,204,2308
O Código Da Vinci (Coleção Pop Chic) -,Dan Brown,560 páginas,18h 40m,4.1,343578,5711,116580,275,6344,3431,103,102238
